3445081,890443,961
3445081,892209,1729
3528956,890423,1630
3561811,856674,1581
3561811,925752,654
3561811,926519,849
3601432,817409,1419
3601432,900611,1239
3632459,848177,1593
3632459,850098,743
3662603,817269,1641
3662603,882433,1843
3735937,744003,1444
3735937,892417,756
3735937,895174,1806
3802558,810624,1321
3864161,872161,1588
3864161,874826,900
3864161,876396,1912
3894086,902168,1486
3894086,905259,1914
3955466,840061,1403
3955466,965743,686
3971032,824499,1279
3971032,859597,845
3994794,847999,1694
3994794,850817,503
3994794,852145,1705
4022668,876270,1093
4062427,915686,1547
4062427,918461,503
4062427,919672,1570
4104403,872741,1667
4104403,961592,1400
4143199,834367,1187
4143199,913931,711
4176886,868035,1122
4176886,870803,1420
4244795,935518,1866
4244795,937627,805
4244795,939762,1289
4320737,1011651,1787
4377654,953971,1686
4377654,1071064,776
4377654,1072230,1586
4465181,866213,1591
4465181,1046256,841
4492635,893820,1714
4492635,896224,502
4575545,976818,1573
4575545,981067,1984
4648131,1049455,1537
4648131,1051896,693
4648131,1053077,1313
4735799,961107,1462
4767800,992905,1427
4767800,994861,710
4767800,996253,1189
4796264,1021426,1655
4796264,1025609,1603
4832572,984427,1627
4832572,1060123,901
4856960,1008539,1470
4856960,1013297,650
4909648,1061481,1517
4909648,1063414,610
4909648,1065147,1020
4935253,1086966,1663
4988329,1033227,1648
4988329,1142228,757
4988329,1144536,608
5015611,1005827,1405
5015611,1064314,686
5062953,1053092,1427
5062953,1055930,847
5155748,959467,1683
5155748,1150010,1007
5213360,1017337,1340
5213360,1019514,547
5213360,1020862,946
5308386,1111993,1719
5377978,1181895,1549
5377978,1184070,697
5377978,1185749,1149
5458807,1100175,1463
5458807,1266488,1178
5545019,1186301,1977
5545019,1188535,712
5595715,1237020,1924
5595715,1241455,743
5614775,1217197,1511
5614775,1258933,928
5614775,1260818,1931
5713995,1316486,1500
5773834,1376101,1815
5773834,1378187,515
5773834,1380705,556
5831403,1434008,1540
5831403,1438558,1075
5892508,1372308,1318
5892508,1496787,695
5983721,1280764,1775
5983721,1467160,1251
6040515,1337859,1416
6040515,1339696,773
6040515,1342292,1904
6112260,1409511,1298
6164377,1356506,1691
6164377,1463801,741
6164377,1465708,1200
6176290,1368792,1275
6176290,1372115,1922
6200601,1392991,1464
6200601,1395529,840
6297465,1489834,1245
6297465,1494256,1641
6349951,1436676,1597
6349951,1544383,548
6349951,1546682,1421
6403504,1489915,1863
6486695,1405951,1351
6486695,1575660,583
6486695,1578043,869
6497524,1395047,1377
6497524,1420894,1184
6591524,1489284,1353
6591524,1491026,634
6605688,1474506,1540
6605688,1506355,1706
6635010,1503916,1149
6635010,1506300,675
6635010,1508227,791
6655193,1523882,1632
6667073,1535688,1538
6667073,1537649,962
6667073,1540465,848
6719720,1482199,1426
6719720,1592483,995
6747695,1510365,1494
6747695,1512776,978
6803101,1454044,1663
6803101,1569102,1561
6837716,1488710,1439
6837716,1491508,737
6837716,1491966,732
6879661,1446055,1677
6921541,1404130,1749
6921541,1490165,544
6921541,1491147,1594
7005840,1319692,1451
7005840,1492576,869
7097786,1411589,1904
7097786,1413886,951
7115973,1392800,1439
7115973,1433755,1715
7184467,1461026,1728
7184467,1463299,573
7184467,1465812,1171
7272517,1549371,1184
7304259,1516907,1257
7304259,1582692,630
7304259,1583937,668
7384954,1597544,1433
7384954,1601943,1351
7455004,1667587,1557
7455004,1669902,936
7533918,1588148,1221
7533918,1750245,941
7614642,1668599,1540
7614642,1670437,628
7614642,1672006,1543
7692962,1588280,2640
